,Efficiency,One-Bedroom,Two-Bedroom,Three-Bedroom,Four-Bedroom,year
0,412,488,649,857,1015,2017
0,417,491,653,852,1005,2018
0,427,503,665,905,1017,2019
0,448,522,687,944,991,2020
0,472,543,715,966,970,2021
0,491,562,739,998,1002,2022
