,Efficiency,One-Bedroom,Two-Bedroom,Three-Bedroom,Four-Bedroom,year
0,573,576,765,957,1344,2017
0,611,617,812,1018,1430,2018
0,628,637,824,1061,1447,2019
0,665,669,868,1117,1459,2020
0,680,685,890,1138,1317,2021
0,686,691,909,1168,1233,2022
