,Efficiency,One-Bedroom,Two-Bedroom,Three-Bedroom,Four-Bedroom,year
0,709,713,891,1194,1553,2017
0,655,660,829,1120,1460,2018
0,794,799,993,1356,1744,2019
0,1039,1045,1255,1717,2203,2020
0,1096,1099,1279,1751,2213,2021
0,1188,1209,1378,1879,2359,2022
