,Efficiency,One-Bedroom,Two-Bedroom,Three-Bedroom,Four-Bedroom,year
0,619,750,930,1354,1639,2017
0,680,801,976,1420,1719,2018
0,767,886,1066,1541,1872,2019
0,869,991,1177,1698,2066,2020
0,932,1031,1217,1742,2107,2021
0,1000,1065,1272,1807,2177,2022
