,Efficiency,One-Bedroom,Two-Bedroom,Three-Bedroom,Four-Bedroom,year
0,544,668,829,1041,1387,2017
0,615,695,849,1076,1386,2018
0,678,696,836,1069,1330,2019
0,725,730,862,1108,1305,2020
0,734,739,868,1108,1230,2021
0,824,829,977,1252,1325,2022
