,Efficiency,One-Bedroom,Two-Bedroom,Three-Bedroom,Four-Bedroom,year
0,548,596,746,937,1314,2017
0,509,608,720,924,1237,2018
0,612,735,842,1083,1398,2019
0,652,806,918,1167,1484,2020
0,587,726,827,1051,1336,2021
0,637,822,937,1165,1422,2022
