,Efficiency,One-Bedroom,Two-Bedroom,Three-Bedroom,Four-Bedroom,year
0,604,742,856,1084,1360,2017
0,647,789,906,1155,1459,2018
0,719,849,981,1259,1567,2019
0,678,765,894,1145,1429,2020
0,794,856,1013,1290,1583,2021
0,744,781,917,1161,1447,2022
