,Efficiency,One-Bedroom,Two-Bedroom,Three-Bedroom,Four-Bedroom,year
0,515,555,704,960,1151,2017
0,581,612,777,1054,1327,2018
0,603,615,781,1037,1368,2019
0,625,629,807,1035,1395,2020
0,656,660,841,1065,1418,2021
0,672,688,845,1063,1365,2022
