,Efficiency,One-Bedroom,Two-Bedroom,Three-Bedroom,Four-Bedroom,year
0,525,632,828,1088,1306,2017
0,514,616,806,1070,1231,2018
0,553,654,849,1148,1293,2019
0,596,675,872,1192,1334,2020
0,629,705,906,1236,1406,2021
0,621,713,908,1230,1421,2022
