,Efficiency,One-Bedroom,Two-Bedroom,Three-Bedroom,Four-Bedroom,year
0,565,670,890,1223,1437,2017
0,573,676,899,1209,1414,2018
0,585,689,911,1194,1372,2019
0,678,790,1040,1353,1528,2020
0,694,798,1052,1365,1547,2021
0,708,810,1066,1383,1540,2022
