,Efficiency,One-Bedroom,Two-Bedroom,Three-Bedroom,Four-Bedroom,year
0,912,1013,1310,1765,2010,2017
0,890,1020,1312,1734,1985,2018
0,858,1003,1279,1683,1913,2019
0,872,1028,1305,1745,1980,2020
0,939,1108,1401,1919,2138,2021
0,946,1107,1407,1972,2183,2022
