,Efficiency,One-Bedroom,Two-Bedroom,Three-Bedroom,Four-Bedroom,year
0,553,646,859,1202,1413,2017
0,597,708,936,1308,1594,2018
0,578,680,900,1262,1547,2019
0,579,675,889,1250,1514,2020
0,631,725,956,1321,1570,2021
0,646,730,960,1315,1543,2022
