,Efficiency,One-Bedroom,Two-Bedroom,Three-Bedroom,Four-Bedroom,year
0,563,618,745,1013,1313,2017
0,617,636,771,1053,1358,2018
0,691,697,836,1142,1468,2019
0,689,722,848,1156,1489,2020
0,636,708,815,1108,1411,2021
0,685,789,906,1228,1532,2022
